Players,club,age,Position,short_passing,dribbling,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Apps-16/17,Form-16/17,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,Apps-15/16,Form-15/16
Marco Asensio,Real Madrid CF,21,Midfielder,86,83,81,86,45,72,83,29,9,10,3,2,0,0,0,6,0,0,0,0,23,2.3913043478000002,4,10,0,3,0,9,0,0,0,0,34,3.3529411765
Marco Benassi,Fiorentina,22,Midfielder,82,78,76,78,75,77,75,64,7,14,5,2,0,5,0,14,0,0,0,0,28,2.7857142857,3,2,0,7,0,14,0,0,0,0,32,2.09375
Marco D'Alessandro,Benevento Calcio,26,Midfielder,66,71,55,73,21,61,60,22,11,9,1,1,0,2,0,2,0,0,0,0,23,1.4347826087,3,2,0,3,0,5,0,0,0,0,22,2.3181818182
Marco Fabian,Eintracht Frankfurt,27,Midfielder,80,81,75,81,34,75,77,20,11,13,7,4,0,10,0,4,0,1,0,0,24,3.4166666667000003,0,2,0,1,0,4,0,0,0,0,11,2.2727272727
Marco Hoger,1. FC Koln,27,Midfielder,77,74,73,77,81,70,73,79,14,14,0,1,0,7,0,11,0,0,0,0,30,1.6666666666999999,0,0,0,2,0,3,0,0,0,0,5,1.2
Marco Parolo,Lazio,32,Midfielder,80,75,83,79,80,82,78,71,9,9,5,1,0,10,0,4,0,0,0,0,35,2.5142857143,3,0,0,9,0,5,0,0,0,0,31,2.1612903225999998
Marco Reus,Borussia Dortmund,28,Midfielder,86,86,80,85,50,86,86,30,12,11,7,4,0,2,0,10,0,0,0,0,17,4.5882352941,12,3,0,2,0,17,0,1,0,0,26,4.4230769231
Marco Russ,Eintracht Frankfurt,31,Defender,69,39,67,44,70,34,51,76,6,11,0,0,0,1,0,2,0,0,6,0,4,1.25,3,2,6,9,0,2,0,0,40,0,28,2.6071428571
Marco Sportiello,Fiorentina,25,Goalkeeper,32,19,19,22,29,18,44,19,76,81,0,0,2,1,0,0,0,0,18,0,10,1.7,0,0,11,2,0,0,3,0,43,0,36,3.0833333332999997
Marco Verratti,Paris Saint-Germain,24,Midfielder,90,90,89,88,86,71,88,76,12,10,3,5,0,6,0,11,0,0,0,0,28,2.75,0,3,0,2,0,5,0,0,0,1,18,1.8333333333000001
Marcos Llorente,Real Madrid CF,22,Midfielder,84,68,81,77,80,65,73,64,6,15,0,2,0,5,0,0,0,0,0,0,32,2.0,0,0,0,0,0,0,0,0,0,0,2,1.0
Marcos Rojo,Manchester United,27,Defender,72,67,73,68,80,57,57,79,8,10,1,0,8,5,0,1,0,0,15,0,21,3.3333333332999997,0,1,5,3,0,6,0,0,13,0,16,3.3125
Marcus Coco,En Avant de Guingamp,21,Midfielder,76,79,65,77,50,74,68,30,6,7,4,2,0,7,0,18,0,0,0,0,34,2.4705882353,1,2,0,6,0,15,0,0,0,0,30,1.8333333333000001
Marcus Rashford,Manchester United,19,Forward,74,84,65,80,42,81,73,29,6,14,5,1,0,3,0,8,0,0,0,0,32,2.28125,5,2,0,0,0,7,0,0,0,0,11,4.8181818182
Marek Hamsik,Napoli,29,Midfielder,88,86,82,87,72,88,86,60,6,14,12,10,0,1,0,19,0,0,0,0,38,4.3157894737,6,10,0,0,0,18,0,1,0,0,38,3.5263157895
Mariano,Olympique Lyonnais,23,Defender,64,71,40,72,33,75,58,30,14,15,0,2,11,10,0,1,0,0,36,0,31,2.7741935483999995,0,3,8,6,0,1,0,0,26,0,23,2.8695652174
Mario Balotelli,OGC Nice,26,Forward,75,81,55,85,30,77,70,16,2,2,15,1,0,7,2,8,0,1,0,0,23,4.608695652200001,1,1,0,6,0,3,0,1,0,0,20,1.4
Mario Gotze,Borussia Dortmund,25,Midfielder,85,88,79,90,66,82,82,16,7,10,1,1,0,1,0,5,0,0,0,0,11,2.4545454545,3,4,0,1,0,4,0,0,0,0,14,3.6428571429
Mario Lemina,Southampton,23,Midfielder,81,80,77,81,70,70,76,62,9,16,1,1,0,1,0,1,0,0,0,0,19,1.7894736841999999,2,0,0,5,0,3,0,0,0,0,13,1.9833333333
Mario Mandzukic,Juventus,31,Forward,75,74,65,77,66,89,74,56,8,15,7,4,0,5,0,8,0,0,0,0,35,3.0285714286000003,10,3,0,5,0,11,0,0,0,0,27,3.8888888889
Mario Pasalic,Spartak Moscow,22,Midfielder,78,77,74,79,72,72,74,68,13,14,5,1,0,5,0,8,0,0,0,0,24,2.7916666667000003,3,0,0,1,0,6,0,0,0,0,16,2.625
Mario Rui,Napoli,26,Defender,73,71,71,73,73,59,60,72,5,14,0,0,2,1,0,0,0,0,3,0,5,3.2,0,1,12,6,0,0,0,0,45,0,36,2.6666666667
Mario Vrancic,Norwich City,28,Midfielder,74,75,74,75,58,67,75,39,8,6,4,2,0,2,0,9,0,0,0,0,23,2.8260869564999997,2,1,0,2,0,11,0,0,0,0,22,2.0454545455
Marios Oikonomou,Ferrara (SPAL),24,Defender,56,56,60,60,76,20,30,78,3,3,0,0,1,1,0,0,0,0,30,0,18,1.2777777778,0,1,3,6,0,0,0,0,31,0,21,1.7619047619
Marius Wolf,Eintracht Frankfurt,22,Forward,60,71,47,67,42,64,49,20,15,8,0,0,0,1,0,2,0,0,0,0,3,1.3333333333,0,0,0,1,0,2,0,0,0,0,2,1.5
Mark Noble,West Ham United,30,Midfielder,76,74,77,76,73,64,77,65,6,11,3,0,0,10,0,11,0,1,0,0,30,2.0666666666999998,7,4,0,8,1,9,0,0,0,0,37,2.972972973
Mark Uth,TSG 1899 Hoffenheim,25,Forward,72,77,68,77,39,80,70,26,11,11,7,3,0,4,0,8,0,0,0,0,21,3.4761904762,8,1,0,2,0,6,0,0,0,0,25,3.28
Markel Bergara,Getafe CF,31,Defender,77,58,76,63,79,59,76,69,15,16,0,0,0,0,0,1,0,0,9,0,6,1.1666666667,1,0,4,7,0,6,0,0,25,0,20,2.2
Marko Arnautovic,West Ham United,28,Midfielder,79,84,74,85,53,80,81,49,15,15,6,5,0,9,1,11,0,1,0,0,32,2.96875,11,7,0,2,0,14,0,0,0,0,34,4.1470588235
Marko Livaja,AEK Athens,23,Forward,69,71,39,74,25,74,69,18,9,12,5,3,0,12,1,8,0,0,0,0,25,2.4,1,0,0,7,0,3,0,0,0,0,18,1.1111111111
Markus Suttner,Brighton & Hove Albion,30,Defender,73,72,65,72,69,51,65,69,13,15,4,5,1,10,0,4,0,0,51,1,30,2.1666666667,0,0,4,2,0,3,0,0,21,0,18,2.2777777778
Marouane Fellaini,Manchester United,29,Midfielder,81,73,66,84,76,81,72,73,6,16,1,0,0,9,1,4,0,0,0,0,28,1.3928571428999998,1,0,0,2,0,6,0,0,0,0,18,1.8333333333000001
Marquinhos,Paris Saint-Germain,23,Defender,80,65,78,76,84,46,51,85,6,13,3,0,12,1,0,0,0,0,23,0,29,3.9310344828,1,0,10,1,0,2,0,0,15,0,29,3.5517241379000004
Marten de Roon,Atalanta,26,Midfielder,75,65,73,72,81,69,72,71,15,12,4,0,0,8,0,5,0,0,0,0,33,2.3333333333,1,2,0,10,0,6,0,0,0,0,36,2.0
Martin Braithwaite,Middlesbrough,26,Forward,77,76,65,77,31,81,73,32,13,8,11,3,0,7,0,5,0,2,0,0,35,3.4857142857,11,0,0,1,0,9,0,0,0,0,36,3.4166666667000003
Martin Caceres,Hellas Verona,30,Defender,65,60,65,64,80,50,58,80,3,4,0,0,0,0,0,0,0,0,1,0,1,2.0,0,0,1,0,0,2,0,0,3,0,6,3.3333333332999997
Martin Hinteregger,FC Augsburg,24,Defender,63,55,81,62,76,61,65,78,14,10,3,0,7,5,0,1,0,0,38,0,30,2.8,0,0,1,0,0,1,0,0,15,2,10,0.9
Martin Kelly,Crystal Palace,27,Defender,68,59,64,67,71,42,39,72,11,8,0,2,2,4,0,10,0,0,53,0,29,1.3448275862,0,0,3,3,0,0,0,0,19,0,13,1.8461538462
Martin Olsson,Swansea City,29,Defender,69,72,66,70,69,69,66,74,9,12,2,0,4,2,0,2,0,0,19,0,15,3.0,1,2,3,2,0,2,0,0,43,0,24,1.8333333333000001
Marvin Martin,Stade de Reims,29,Midfielder,72,70,72,73,68,72,76,39,6,13,0,1,0,0,0,4,0,0,0,0,13,1.5384615385,0,1,0,1,0,4,0,0,0,0,12,1.5
Marvin Matip,FC Ingolstadt 04,31,Defender,67,46,63,61,77,41,48,73,16,13,0,0,4,5,0,1,0,0,53,1,33,1.5151515152000001,2,1,10,6,0,0,0,0,40,0,33,2.8787878788
Marvin Plattenhardt,Hertha BSC Berlin,25,Midfielder,78,75,69,78,71,67,65,77,6,16,3,3,0,3,0,0,0,0,0,0,27,2.7777777778,2,4,0,5,0,0,0,0,0,0,33,2.5151515152
Marwin Hitz,FC Augsburg,29,Goalkeeper,29,13,25,17,23,8,15,15,75,82,0,0,7,4,0,0,0,0,50,0,32,1.96875,0,0,11,2,0,1,1,0,49,0,33,2.6060606061000002
Massimo Gobbi,Chievo Verona,36,Midfielder,71,61,71,69,75,60,52,75,7,11,1,2,0,5,0,3,0,0,0,0,30,2.2,0,1,0,7,0,1,0,0,0,0,34,1.7941176471
Massimo Maccarone,Brisbane Roar,37,Forward,69,75,49,79,21,80,65,25,15,8,5,1,0,3,1,10,0,0,0,0,28,2.3928571429,13,5,0,4,0,20,0,0,0,0,37,4.0
Mateo Kovacic,Real Madrid CF,23,Midfielder,87,88,82,87,70,69,88,52,5,7,1,3,0,2,0,10,0,0,0,0,26,2.1538461538,0,2,0,3,1,5,0,0,0,0,25,1.32
Mateo Musacchio,Milan,26,Defender,78,43,70,73,85,50,64,85,11,12,0,2,9,8,0,1,0,0,22,0,23,3.1304347826,1,0,7,1,0,3,0,0,4,0,13,4.7692307692
Mathew Leckie,Hertha BSC Berlin,26,Forward,67,74,53,71,30,68,63,15,10,10,0,2,0,3,1,9,0,0,0,0,30,1.8333333333000001,3,0,0,8,0,10,0,1,0,0,32,2.03125
Mathieu Bodmer,Amiens SC Football,34,Midfielder,78,75,76,78,68,69,80,68,10,15,0,1,0,4,0,7,0,0,0,0,22,1.6363636363999998,1,1,0,4,0,3,0,0,0,0,20,2.05
Mathieu Debuchy,Arsenal,31,Defender,75,72,73,73,74,63,64,78,9,10,0,0,0,0,0,1,0,0,1,0,1,2.0,0,0,1,1,0,5,0,0,18,0,11,1.6388888889
Mathieu Deplagne,ES Troyes AC,25,Defender,60,30,57,60,75,41,55,71,11,10,0,0,2,5,0,7,0,0,34,0,19,1.1052631579,0,0,4,6,0,6,0,0,32,0,25,1.84
Mathieu Gorgelin,Olympique Lyonnais,26,Goalkeeper,12,20,14,14,17,14,20,12,64,72,0,0,0,0,0,0,0,0,2,0,1,1.0,0,0,1,0,0,0,0,0,0,0,1,6.0
Mathieu Peybernes,Goztepe,26,Defender,63,44,59,60,78,40,37,78,9,7,0,0,7,6,0,3,0,0,53,0,37,1.972972973,0,0,9,3,0,3,0,0,26,0,25,2.84
Matias Fernandez,Necaxa,31,Midfielder,78,83,76,83,60,74,78,52,8,11,1,2,0,1,0,6,0,0,0,0,13,2.3846153846,1,3,0,4,0,4,0,0,0,0,22,1.9545454544999998
Matias Kranevitter,Zenit St. Petersburg,24,Midfielder,77,70,72,75,82,53,70,74,13,7,0,0,0,6,0,4,0,0,0,0,21,1.380952381,0,0,0,1,0,1,0,0,0,0,8,1.25
Matias Silvestre,Sampdoria,32,Defender,64,48,68,62,71,47,50,76,5,5,0,3,6,3,0,0,0,0,53,0,36,2.1944444444,0,0,2,7,0,0,0,0,41,0,25,1.28
Matias Vecino,Inter,25,Midfielder,80,74,76,79,78,72,76,66,4,4,3,4,0,7,0,2,0,0,0,0,32,2.46875,2,1,0,8,0,5,0,0,0,0,30,2.0666666666999998
Matija Nastasic,FC Schalke 04,24,Defender,69,35,67,64,78,30,55,81,16,13,0,0,6,6,0,0,0,0,25,0,22,2.3636363636,0,0,0,0,0,1,0,0,0,0,1,4.0
Mato Jajalo,Palermo,29,Midfielder,75,71,75,76,73,60,71,61,13,12,1,1,0,5,0,10,0,0,0,0,25,1.96,0,1,0,8,0,6,0,0,0,0,28,1.6785714286000002
Mats Hummels,FC Bayern Munich,28,Defender,80,68,85,77,89,56,79,85,6,6,1,1,9,4,0,3,0,0,16,0,27,3.5925925926,2,2,12,1,0,4,0,0,30,1,30,3.5666666667
Matt Targett,Southampton,21,Defender,64,64,62,61,67,49,40,64,15,14,0,0,1,0,0,1,0,0,5,0,5,2.6,0,1,6,1,0,5,0,0,12,0,14,3.6428571429
Matteo Darmian,Manchester United,27,Defender,76,74,66,75,79,64,63,81,7,7,0,0,8,3,0,3,0,0,10,0,18,3.5,1,0,8,8,0,11,0,0,21,0,28,3.1428571429
Matteo Politano,Sassuolo,23,Forward,75,83,62,80,25,75,68,12,12,11,4,6,0,5,0,10,0,0,0,0,32,2.8125,5,2,0,3,0,11,0,0,0,0,27,2.4074074074
Matthew Pennington,Leeds United,22,Defender,60,46,53,54,59,31,31,67,12,11,1,0,0,0,0,1,0,0,6,0,3,2.3333333333,0,0,0,1,0,1,0,0,7,0,4,1.25
Matthias Ginter,Borussia Monchengladbach,23,Defender,74,61,74,72,78,55,68,76,10,10,0,1,7,4,0,1,0,0,35,0,29,2.4137931034,3,5,7,0,0,4,0,0,23,0,24,4.1666666667
Matthias Lehmann,1. FC Koln,34,Midfielder,80,65,75,74,78,58,75,69,14,13,0,2,0,7,0,3,0,0,0,0,21,1.9523809524000002,0,2,0,7,0,3,0,0,0,0,32,1.9375
Matthias Ostrzolek,Hannover 96,27,Defender,69,70,64,74,64,56,56,75,8,14,1,1,6,4,0,3,0,0,34,0,24,2.5,0,2,8,5,0,1,0,0,44,0,32,2.40625
Matthieu Saunier,Granada CF,27,Defender,70,50,71,63,77,18,45,71,12,14,0,1,2,4,0,4,0,0,28,1,16,1.375,0,0,3,3,0,3,0,0,60,2,28,0.8571428570999999
Mattia De Sciglio,Juventus,24,Defender,72,74,68,75,72,64,60,72,3,3,0,2,7,4,0,3,0,0,32,0,25,2.6,0,1,2,3,0,3,0,0,32,0,22,1.8636363636000002
Mattia Destro,Bologna,26,Forward,68,74,42,76,20,84,58,12,14,11,11,0,0,4,0,6,0,1,0,0,30,3.5666666667,8,3,0,9,0,6,0,1,0,0,27,3.3333333332999997
Mattia Perin,Genoa,24,Goalkeeper,33,19,31,23,19,12,44,14,85,90,0,0,6,1,1,1,1,0,20,0,16,2.9375,0,0,8,2,0,0,1,0,30,0,25,2.88
Maurice Multhaup,FC Ingolstadt 04,20,Midfielder,58,68,52,63,49,48,58,27,11,7,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,4,1.0
Mauricio Lemos,UD Las Palmas,21,Defender,68,68,61,75,80,43,44,78,6,13,5,0,3,6,0,3,0,0,48,0,23,2.0434782609,0,0,2,5,0,1,0,0,11,0,10,2.0
Mauricio Pinilla,Free Agent,33,Forward,65,70,45,74,28,78,55,14,4,4,1,1,0,4,1,4,0,0,0,0,17,1.5882352941,5,2,0,9,0,6,0,2,0,0,20,2.7
Mauro Arambarri,Getafe CF,21,Midfielder,75,69,71,72,62,57,60,66,13,7,0,1,0,0,0,0,0,0,0,0,4,1.75,0,0,0,1,0,2,0,0,0,0,5,1.2
Mauro Dos Santos,CD Leganes,27,Defender,68,39,56,66,73,42,41,73,14,12,0,0,0,1,0,1,0,0,22,0,11,0.8181818181999999,0,1,6,7,0,1,0,0,48,1,30,1.7333333333
Mauro Goicoechea,Toulouse FC,29,Goalkeeper,26,14,23,18,22,13,27,18,72,72,0,0,2,0,0,0,0,0,0,0,2,6.0,0,0,0,1,0,0,1,0,13,0,9,2.0
Mauro Icardi,Inter,24,Forward,73,74,54,77,22,89,64,17,9,9,24,8,0,1,0,2,0,2,0,0,34,6.0882352940999995,16,4,0,1,0,14,0,1,0,0,33,4.6666666667
Mauro Zarate,Watford,30,Forward,72,86,60,87,38,77,63,22,16,12,2,1,0,1,0,3,0,0,0,0,10,2.4285714286,6,1,0,3,1,9,0,0,0,0,30,2.4
Max Christiansen,FC Ingolstadt 04,20,Midfielder,68,61,67,71,67,53,64,56,7,9,0,0,0,2,0,3,0,0,0,0,12,1.25,0,1,0,3,0,6,0,0,0,0,19,1.6315789474000002
Max Gradel,Toulouse FC,29,Midfielder,74,82,64,77,51,74,70,38,12,12,0,0,0,3,0,0,0,0,0,0,11,0.7272727273,1,2,0,1,0,11,0,0,0,0,14,2.5
Max Meyer,FC Schalke 04,21,Midfielder,81,84,72,82,41,74,81,32,12,14,1,1,0,4,0,10,0,0,0,0,27,1.8148148147999998,5,6,0,4,0,18,0,0,0,0,32,3.0625
Maxime Barthelme,La Berrichonne de Chateauroux,28,Midfielder,73,72,64,69,64,70,71,65,15,14,0,1,0,1,0,2,0,0,0,0,9,1.5555555556,0,5,0,0,0,16,0,0,0,0,24,2.2916666667
Maxime Dupe,FC Nantes,24,Goalkeeper,35,11,29,22,23,11,32,12,74,75,0,0,5,1,0,0,0,0,20,0,16,2.625,0,0,1,0,0,0,0,0,12,0,7,1.7142857143
Maxime Gonalons,Roma,28,Midfielder,78,67,75,75,83,60,65,78,11,5,1,1,0,7,1,5,0,0,0,0,31,1.9032258065,0,0,0,5,0,2,0,0,0,1,33,1.7575757576
Maxime Le Marchand,OGC Nice,27,Defender,77,62,78,68,77,27,67,75,13,15,0,0,1,1,0,1,0,0,11,1,10,1.7,1,0,8,5,1,4,0,0,25,0,26,3.0
Maxime Poundje,Girondins de Bordeaux,24,Defender,68,70,60,71,67,64,57,68,11,12,0,0,2,0,0,1,0,0,10,0,7,2.4285714286,0,1,4,3,0,0,0,0,25,0,14,2.0714285714
Maximilian Arnold,VfL Wolfsburg,23,Midfielder,79,78,78,79,75,75,76,60,9,10,2,3,0,9,0,5,0,0,0,0,32,2.1875,3,1,0,4,0,7,0,0,0,0,31,2.1612903225999998
Maya Yoshida,Southampton,28,Defender,63,57,52,63,70,42,50,76,16,13,1,0,7,2,0,0,0,0,32,0,23,2.652173913,1,0,4,0,0,2,0,0,22,0,20,2.45
Mehdi Zeffane,Stade Rennais FC,25,Defender,67,65,56,66,68,45,58,65,12,10,0,0,0,0,0,1,0,0,3,0,1,0.0,1,1,0,1,0,5,0,0,21,0,16,1.875
Memphis Depay,Olympique Lyonnais,23,Midfielder,73,84,63,80,31,75,73,24,14,10,5,8,0,2,0,6,0,0,0,0,21,2.6691176471,2,0,0,2,0,6,0,0,0,0,29,1.8275862069
Mergim Mavraj,Hamburger SV,31,Defender,65,29,45,63,69,20,49,80,10,10,0,0,8,5,0,0,0,0,43,0,30,2.2,0,0,2,1,0,0,0,0,12,0,12,2.3333333333
Mesut Ozil,Arsenal,28,Midfielder,89,86,84,90,24,83,92,22,14,14,8,9,0,2,0,8,0,0,0,0,33,3.9393939394,6,19,0,4,0,14,0,0,0,0,35,4.3714285714
Mexer,Stade Rennais FC,28,Defender,75,59,55,69,78,43,61,77,14,11,1,1,5,3,0,2,0,0,27,0,23,2.6086956521999998,0,0,2,4,0,4,0,0,25,0,16,1.5625
Michael Carrick,Manchester United,35,Midfielder,87,71,85,79,81,66,83,73,12,9,0,0,0,2,0,4,0,0,0,0,23,1.6956521739,0,0,0,4,0,7,0,0,0,0,28,1.6428571428999998
Michael Gregoritsch,FC Augsburg,23,Forward,73,73,68,76,33,74,69,35,6,6,5,1,0,4,0,12,0,0,0,0,30,2.2666666667,5,2,0,6,0,7,0,0,0,0,25,2.6
Michael Krohn-Dehli,Sevilla FC,34,Midfielder,80,77,81,78,75,82,86,54,8,11,0,0,0,0,0,2,0,0,0,0,1,2.0,1,3,0,3,0,3,0,0,0,0,27,2.0
Michail Antonio,West Ham United,27,Midfielder,73,83,67,78,40,77,65,44,13,10,9,3,0,5,0,6,0,0,0,0,29,3.6896551724,8,3,0,3,0,8,0,0,0,0,26,3.6538461538
Michel Morganella,Palermo,28,Defender,66,69,66,69,69,61,59,69,13,8,0,0,0,3,0,3,0,0,31,0,11,-0.45454545450000006,0,1,5,4,1,1,0,0,27,0,14,1.6428571428999998
Michel Vorm,Tottenham Hotspur,33,Goalkeeper,39,18,35,35,28,10,32,15,76,82,0,0,2,0,0,0,0,0,3,0,5,3.4,0,0,0,0,0,0,0,0,1,0,1,2.0
Michy Batshuayi,Chelsea,23,Forward,64,76,36,77,23,83,63,16,10,15,5,1,0,0,0,1,0,0,0,0,20,2.45,17,9,0,6,0,5,0,0,0,0,36,4.8333333333
Mickael Le Bihan,OGC Nice,27,Defender,55,70,54,71,56,77,60,39,16,13,3,0,0,0,0,0,0,0,11,0,10,2.7,1,1,0,0,0,1,0,0,3,0,3,4.0
Miguel Britos,Watford,31,Defender,60,47,64,58,75,24,31,75,13,11,1,2,5,8,0,3,0,0,38,0,27,2.2962962963,0,0,7,7,0,3,0,0,31,0,24,2.2916666667
Miguel Torres,Malaga CF,31,Defender,70,57,59,74,79,44,56,78,13,10,0,0,2,3,0,3,0,0,39,0,22,1.1818181818,0,2,4,9,0,2,0,0,24,0,23,2.3913043478000002
Mijat Gacinovic,Eintracht Frankfurt,22,Midfielder,74,80,67,78,55,69,69,63,11,14,2,0,0,9,0,14,0,0,0,0,28,1.9642857143,0,0,0,1,0,4,0,0,0,0,7,1.4285714286000002
Mike Maignan,LOSC Lille,21,Goalkeeper,33,22,19,24,24,14,42,17,70,74,0,0,3,0,0,0,0,0,9,0,7,2.8571428571,0,0,1,0,0,0,0,0,3,0,4,2.75
Mikel Gonzalez,Real Zaragoza,31,Defender,63,44,53,54,73,42,40,78,16,14,0,0,2,2,0,2,0,0,12,0,9,2.1111111111,0,0,7,1,0,2,0,0,25,0,19,2.6315789474
Mikel Rico,Athletic Club de Bilbao,32,Midfielder,77,60,73,73,79,68,76,58,7,9,1,0,0,4,0,1,0,0,0,0,18,1.2777777778,1,1,0,2,1,5,0,0,0,0,17,1.6470588234999999
Mikel San Jose,Athletic Club de Bilbao,28,Defender,83,70,82,79,83,70,77,72,6,16,4,1,5,9,0,5,0,0,40,0,35,2.6571428571,2,3,8,6,1,4,0,0,36,0,34,2.9705882352999997
Milan Badelj,Fiorentina,28,Midfielder,82,70,82,80,80,62,78,70,9,6,2,2,0,9,0,10,0,0,0,0,32,2.09375,1,1,0,8,0,10,0,0,0,0,27,1.9259259259000001
Milan Bisevac,FC Metz,33,Defender,70,48,72,65,73,58,57,72,8,15,0,0,4,4,1,1,0,0,43,0,21,1.1904761904999999,1,0,6,1,0,2,0,0,19,0,17,3.3787878788
Milan Gajic,Girondins de Bordeaux,21,Defender,70,70,60,69,72,66,59,73,8,6,0,0,5,5,0,0,0,0,17,0,14,2.4285714286,1,0,1,0,0,4,0,0,10,0,9,2.7777777778
Milan Skriniar,Inter,22,Defender,67,42,61,65,75,36,41,75,13,12,0,0,6,5,1,0,0,0,53,0,35,1.7428571429,0,0,0,0,1,0,0,0,8,0,3,-1.0
Mile Jedinak,Aston Villa,32,Midfielder,67,55,65,69,80,52,67,76,7,15,0,0,0,0,0,0,0,0,0,0,1,2.0,0,0,0,6,0,2,0,0,0,0,27,1.3703703703999999
Milos Jojic,1. FC Koln,25,Midfielder,78,77,76,78,66,75,76,39,11,12,4,4,0,2,0,9,0,0,0,0,19,3.2631578947000004,2,0,0,2,0,2,0,0,0,0,15,1.6666666666999999
Milos Veljkovic,SV Werder Bremen,21,Defender,69,52,64,64,75,37,47,74,7,11,0,0,3,5,0,4,0,0,45,0,25,1.2,0,0,0,0,0,1,0,0,7,0,3,0.0
Miralem Pjanic,Juventus,27,Midfielder,89,86,85,89,74,70,88,62,7,8,5,9,0,5,0,10,0,0,0,0,31,3.2903225806,10,12,0,11,1,5,0,0,0,1,33,4.0
Mirko Valdifiori,Torino,31,Midfielder,84,73,86,79,75,53,82,62,6,10,0,1,0,5,0,10,0,0,0,0,25,1.84,0,0,0,3,0,3,0,0,0,0,6,1.5
Mitchell Weiser,Hertha BSC Berlin,23,Midfielder,79,85,68,83,75,74,79,68,15,9,2,4,0,2,0,4,0,0,0,0,17,2.8823529412,2,4,0,7,0,4,0,0,0,0,29,2.4482758621
Modou Barrow,Reading,24,Forward,66,76,60,73,50,67,64,30,12,7,0,2,0,1,0,9,0,0,0,0,18,1.9444444444,1,2,0,0,0,4,0,0,0,0,22,1.7727272727
Mohamed Elneny,Arsenal,24,Midfielder,79,68,73,76,76,63,70,70,15,6,0,1,0,1,0,6,0,0,0,0,14,1.7142857143,0,1,0,3,0,4,0,0,0,0,11,1.8181818182
Mohamed Salah,Liverpool,25,Forward,79,87,65,87,55,83,78,37,14,14,15,11,0,2,0,14,0,0,0,0,31,5.3548387097,14,6,0,2,0,18,0,0,0,0,34,4.4705882353
Moises Gomez,Real Sporting de Gijon,23,Midfielder,79,76,69,75,51,69,71,35,7,7,2,5,0,4,0,16,0,0,0,0,26,2.7307692308,2,3,0,3,0,6,0,0,0,0,22,2.1363636364
Molla Wague,Watford,26,Defender,46,36,51,51,71,29,36,75,9,6,0,0,0,2,0,0,0,0,11,0,6,0.8333333333,0,0,6,6,0,2,0,0,32,0,21,2.0
Momo,UD Las Palmas,34,Midfielder,79,75,73,76,55,67,76,41,11,7,3,0,0,4,0,8,0,0,0,0,23,2.0,0,3,0,3,0,11,0,0,0,0,23,1.9130434783
Morgan Amalfitano,Stade Rennais FC,32,Midfielder,75,73,72,76,62,74,76,59,13,13,1,0,0,0,0,7,0,0,0,0,22,1.8636363636000002,1,0,0,2,0,4,0,0,0,0,15,1.8666666666999998
Morgan Sanson,Olympique de Marseille,22,Midfielder,82,81,80,80,80,74,80,73,16,9,4,14,0,3,0,6,0,0,0,0,36,3.5833333332999997,3,0,0,1,0,3,0,0,0,0,14,2.4285714286
Morgan Schneiderlin,Everton,27,Midfielder,86,74,80,84,84,65,73,76,11,7,1,0,0,2,0,2,0,0,0,0,17,1.8823529412,1,1,0,3,0,4,0,0,0,0,29,2.0344827586000003
Moritz Hartmann,FC Ingolstadt 04,31,Forward,69,71,49,71,27,73,60,18,14,15,1,0,0,0,0,9,0,1,0,0,14,2.0714285714,12,1,0,3,0,20,0,0,0,0,30,3.8
Moritz Leitner,FC Augsburg,24,Midfielder,76,79,73,77,66,68,72,41,12,14,0,0,0,0,0,0,0,0,0,0,8,1.1666666667,0,1,0,0,0,1,0,0,0,0,9,1.5555555556
Moryke Fofana,Atiker Konyaspor,25,Forward,59,75,53,73,12,60,67,20,6,6,0,1,0,0,0,4,0,0,0,0,7,2.0,0,0,0,1,0,0,0,0,0,0,6,0.8333333333
Mouhamadou Dabo,SM Caen,30,Midfielder,67,65,63,68,72,62,61,73,16,12,0,0,0,1,0,1,0,0,0,0,2,1.5,0,0,0,3,1,4,0,0,0,0,17,1.4705882353
Moussa Dembele,Tottenham Hotspur,29,Midfielder,86,87,80,86,80,71,79,70,14,14,1,1,0,5,0,16,0,0,0,0,30,1.9,3,1,0,3,0,10,0,0,0,0,29,2.4482758621
Moussa Sissoko,Tottenham Hotspur,27,Midfielder,79,78,74,77,76,76,68,69,8,8,0,2,0,3,0,7,0,0,0,0,25,1.44,1,7,0,3,0,6,0,0,0,0,37,2.6216216216
Mubarak Wakaso,Deportivo Alaves,26,Midfielder,74,73,69,73,69,69,69,52,16,14,1,1,0,7,0,3,0,0,0,0,11,2.0,1,0,0,11,0,4,0,0,0,0,20,1.2
